iteration,participant_stages_at_the_start_of_this_round,should_revert_to_max_likelihood_order,new_order_to_test,new_order_likelihood,max_likelihood_up_until_now,all_participant_ln_likelihood_is_larger,accepted_order,accepted_likelihood,participant_stages_at_the_end_of_iteration,acceptance_ratio,actualy_reverted
703,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2.
 3. 2. 4. 4. 5. 1. 5. 1. 1. 3. 1. 1. 3. 2. 4. 5. 4. 3. 4. 3. 3. 1. 5. 2.
 5. 2. 1. 3. 2. 1. 1. 4. 4. 1. 1. 1. 1. 4. 3. 4. 5. 3. 2. 4. 1. 1. 1. 5.
 4. 4. 5. 5. 2. 3. 3. 5. 2. 3. 3. 1. 2. 1. 5. 2. 5. 1. 4. 3. 3. 3. 5. 1.
 1. 5. 4. 4. 4. 2. 5. 5. 5. 5. 2. 2. 4. 5. 3. 4. 1. 5. 5. 4. 1. 5. 5. 4.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 5, 'FCI(PCC)': 2, 'GMI(FUS)': 3}",-908.0297252270135,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 2.
 2. 2. 1. 1. 4. 1. 4. 1. 2. 2. 1. 3. 1. 1. 1. 5. 5. 5. 2. 2. 3. 4. 5. 2.
 5. 3. 1. 1. 2. 1. 1. 4. 2. 5. 2. 2. 5. 2. 2. 4. 5. 2. 2. 4. 1. 1. 5. 4.
 5. 3. 4. 2. 3. 2. 2. 5. 4. 3. 1. 2. 1. 1. 4. 1. 5. 4. 4. 4. 5. 5. 4. 2.
 4. 5. 5. 4. 5. 5. 4. 3. 4. 5. 2. 2. 4. 4. 2. 5. 2. 4. 4. 4. 1. 5. 4. 1.]",1.422475106685633,
704,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 2.
 2. 2. 1. 1. 4. 1. 4. 1. 2. 2. 1. 3. 1. 1. 1. 5. 5. 5. 2. 2. 3. 4. 5. 2.
 5. 3. 1. 1. 2. 1. 1. 4. 2. 5. 2. 2. 5. 2. 2. 4. 5. 2. 2. 4. 1. 1. 5. 4.
 5. 3. 4. 2. 3. 2. 2. 5. 4. 3. 1. 2. 1. 1. 4. 1. 5. 4. 4. 4. 5. 5. 4. 2.
 4. 5. 5. 4. 5. 5. 4. 3. 4. 5. 2. 2. 4. 4. 2. 5. 2. 4. 4. 4. 1. 5. 4. 1.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-891.4597197954748,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 1.
 3. 3. 2. 4. 2. 3. 5. 3. 2. 1. 2. 2. 1. 1. 3. 5. 2. 1. 1. 2. 5. 1. 5. 3.
 5. 1. 1. 1. 2. 3. 2. 2. 3. 4. 3. 2. 1. 3. 3. 5. 5. 2. 4. 1. 3. 5. 4. 5.
 4. 3. 5. 3. 1. 3. 2. 2. 5. 3. 3. 2. 1. 3. 5. 1. 1. 5. 5. 1. 5. 5. 5. 5.
 4. 5. 5. 5. 4. 1. 4. 4. 4. 5. 2. 3. 5. 5. 1. 4. 1. 5. 5. 4. 4. 5. 5. 2.]",1.4204545454545454,
705,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 1.
 3. 3. 2. 4. 2. 3. 5. 3. 2. 1. 2. 2. 1. 1. 3. 5. 2. 1. 1. 2. 5. 1. 5. 3.
 5. 1. 1. 1. 2. 3. 2. 2. 3. 4. 3. 2. 1. 3. 3. 5. 5. 2. 4. 1. 3. 5. 4. 5.
 4. 3. 5. 3. 1. 3. 2. 2. 5. 3. 3. 2. 1. 3. 5. 1. 1. 5. 5. 1. 5. 5. 5. 5.
 4. 5. 5. 5. 4. 1. 4. 4. 4. 5. 2. 3. 5. 5. 1. 4. 1. 5. 5. 4. 4. 5. 5. 2.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 5, 'FCI(PCC)': 2, 'GMI(FUS)': 3}",-893.0279279193865,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 2.
 2. 1. 1. 2. 4. 3. 4. 1. 1. 2. 3. 3. 2. 1. 1. 4. 4. 3. 3. 1. 1. 3. 5. 1.
 4. 3. 2. 1. 1. 1. 1. 5. 3. 5. 3. 5. 1. 2. 2. 5. 5. 2. 2. 3. 2. 4. 5. 4.
 5. 2. 4. 1. 3. 1. 3. 1. 3. 2. 1. 1. 3. 2. 5. 2. 5. 3. 5. 4. 2. 5. 5. 2.
 5. 4. 5. 4. 5. 3. 4. 3. 5. 3. 2. 1. 4. 5. 1. 5. 1. 5. 5. 5. 4. 5. 5. 2.]",1.4184397163120568,
706,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 2.
 2. 1. 1. 2. 4. 3. 4. 1. 1. 2. 3. 3. 2. 1. 1. 4. 4. 3. 3. 1. 1. 3. 5. 1.
 4. 3. 2. 1. 1. 1. 1. 5. 3. 5. 3. 5. 1. 2. 2. 5. 5. 2. 2. 3. 2. 4. 5. 4.
 5. 2. 4. 1. 3. 1. 3. 1. 3. 2. 1. 1. 3. 2. 5. 2. 5. 3. 5. 4. 2. 5. 5. 2.
 5. 4. 5. 4. 5. 3. 4. 3. 5. 3. 2. 1. 4. 5. 1. 5. 1. 5. 5. 5. 4. 5. 5. 2.]",False,"{'FCI(HIP)': 4, 'GMI(HIP)': 2, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-917.8210810857835,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 4.
 1. 3. 2. 3. 2. 3. 5. 2. 3. 4. 3. 1. 1. 3. 1. 5. 5. 3. 5. 3. 3. 4. 5. 3.
 4. 2. 4. 2. 1. 1. 1. 4. 1. 1. 1. 1. 1. 3. 4. 5. 5. 1. 1. 4. 4. 4. 3. 4.
 4. 4. 2. 1. 2. 3. 2. 1. 5. 5. 4. 2. 1. 2. 5. 2. 4. 2. 3. 2. 3. 2. 5. 2.
 4. 5. 4. 3. 2. 2. 3. 3. 5. 1. 1. 2. 5. 4. 4. 3. 3. 3. 5. 4. 2. 5. 3. 1.]",1.4164305949008498,
707,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 4.
 1. 3. 2. 3. 2. 3. 5. 2. 3. 4. 3. 1. 1. 3. 1. 5. 5. 3. 5. 3. 3. 4. 5. 3.
 4. 2. 4. 2. 1. 1. 1. 4. 1. 1. 1. 1. 1. 3. 4. 5. 5. 1. 1. 4. 4. 4. 3. 4.
 4. 4. 2. 1. 2. 3. 2. 1. 5. 5. 4. 2. 1. 2. 5. 2. 4. 2. 3. 2. 3. 2. 5. 2.
 4. 5. 4. 3. 2. 2. 3. 3. 5. 1. 1. 2. 5. 4. 4. 3. 3. 3. 5. 4. 2. 5. 3. 1.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-912.5300863776831,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 3. 1.
 1. 2. 3. 1. 4. 1. 5. 3. 2. 5. 3. 1. 2. 4. 3. 5. 4. 4. 5. 2. 2. 4. 5. 3.
 4. 4. 3. 3. 2. 1. 1. 2. 3. 2. 1. 4. 2. 3. 4. 5. 5. 2. 1. 4. 2. 2. 4. 2.
 4. 1. 5. 3. 1. 2. 1. 4. 2. 1. 3. 1. 3. 2. 5. 1. 5. 5. 3. 1. 3. 5. 5. 1.
 5. 5. 4. 4. 4. 2. 4. 4. 5. 5. 4. 1. 2. 5. 2. 4. 3. 5. 5. 4. 1. 5. 5. 3.]",1.4144271570014144,
708,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 3. 1.
 1. 2. 3. 1. 4. 1. 5. 3. 2. 5. 3. 1. 2. 4. 3. 5. 4. 4. 5. 2. 2. 4. 5. 3.
 4. 4. 3. 3. 2. 1. 1. 2. 3. 2. 1. 4. 2. 3. 4. 5. 5. 2. 1. 4. 2. 2. 4. 2.
 4. 1. 5. 3. 1. 2. 1. 4. 2. 1. 3. 1. 3. 2. 5. 1. 5. 5. 3. 1. 3. 5. 5. 1.
 5. 5. 4. 4. 4. 2. 4. 4. 5. 5. 4. 1. 2. 5. 2. 4. 3. 5. 5. 4. 1. 5. 5. 3.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 5, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 4}",-901.1078703684677,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 4.
 3. 2. 1. 1. 5. 2. 5. 2. 1. 4. 2. 3. 3. 1. 1. 5. 4. 3. 1. 4. 3. 1. 4. 2.
 5. 2. 4. 2. 1. 3. 4. 2. 3. 2. 2. 3. 3. 3. 2. 5. 5. 3. 1. 4. 5. 5. 3. 3.
 5. 1. 5. 1. 4. 5. 3. 3. 1. 1. 4. 2. 4. 3. 5. 2. 4. 4. 2. 1. 3. 4. 5. 3.
 5. 4. 3. 5. 5. 2. 5. 2. 4. 4. 2. 1. 4. 5. 3. 2. 1. 5. 5. 5. 3. 5. 5. 3.]",1.4124293785310735,
709,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 4.
 3. 2. 1. 1. 5. 2. 5. 2. 1. 4. 2. 3. 3. 1. 1. 5. 4. 3. 1. 4. 3. 1. 4. 2.
 5. 2. 4. 2. 1. 3. 4. 2. 3. 2. 2. 3. 3. 3. 2. 5. 5. 3. 1. 4. 5. 5. 3. 3.
 5. 1. 5. 1. 4. 5. 3. 3. 1. 1. 4. 2. 4. 3. 5. 2. 4. 4. 2. 1. 3. 4. 5. 3.
 5. 4. 3. 5. 5. 2. 5. 2. 4. 4. 2. 1. 4. 5. 3. 2. 1. 5. 5. 5. 3. 5. 5. 3.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 1, 'FCI(Fusi)': 3, 'FCI(PCC)': 4, 'GMI(FUS)': 5}",-932.2257871798378,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 1. 1.
 4. 4. 4. 1. 1. 3. 5. 2. 3. 1. 5. 1. 4. 2. 3. 5. 5. 1. 1. 4. 4. 4. 5. 4.
 5. 5. 1. 2. 5. 2. 2. 2. 1. 4. 4. 3. 1. 3. 1. 3. 5. 2. 1. 1. 3. 3. 4. 2.
 3. 4. 5. 4. 4. 2. 4. 3. 2. 3. 3. 5. 1. 3. 5. 3. 5. 5. 2. 4. 4. 3. 5. 1.
 3. 4. 5. 3. 4. 2. 3. 4. 4. 5. 4. 4. 1. 5. 3. 3. 3. 1. 5. 2. 2. 5. 5. 2.]",1.4104372355430184,
710,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 1. 1.
 4. 4. 4. 1. 1. 3. 5. 2. 3. 1. 5. 1. 4. 2. 3. 5. 5. 1. 1. 4. 4. 4. 5. 4.
 5. 5. 1. 2. 5. 2. 2. 2. 1. 4. 4. 3. 1. 3. 1. 3. 5. 2. 1. 1. 3. 3. 4. 2.
 3. 4. 5. 4. 4. 2. 4. 3. 2. 3. 3. 5. 1. 3. 5. 3. 5. 5. 2. 4. 4. 3. 5. 1.
 3. 4. 5. 3. 4. 2. 3. 4. 4. 5. 4. 4. 1. 5. 3. 3. 3. 1. 5. 2. 2. 5. 5. 2.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 2, 'FCI(Fusi)': 3, 'FCI(PCC)': 4, 'GMI(FUS)': 5}",-917.7370593127392,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 3. 3.
 2. 5. 2. 1. 4. 2. 5. 1. 1. 2. 1. 2. 4. 2. 4. 5. 5. 1. 2. 1. 3. 2. 5. 1.
 4. 1. 2. 4. 3. 4. 3. 2. 1. 1. 4. 2. 2. 3. 3. 3. 5. 1. 2. 3. 1. 4. 3. 2.
 5. 3. 3. 2. 5. 2. 4. 2. 5. 2. 1. 3. 1. 3. 5. 2. 5. 5. 1. 1. 2. 3. 5. 5.
 2. 2. 5. 5. 3. 5. 2. 3. 3. 2. 2. 2. 5. 5. 3. 4. 4. 5. 5. 1. 4. 5. 5. 1.]",1.408450704225352,
711,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 3. 3.
 2. 5. 2. 1. 4. 2. 5. 1. 1. 2. 1. 2. 4. 2. 4. 5. 5. 1. 2. 1. 3. 2. 5. 1.
 4. 1. 2. 4. 3. 4. 3. 2. 1. 1. 4. 2. 2. 3. 3. 3. 5. 1. 2. 3. 1. 4. 3. 2.
 5. 3. 3. 2. 5. 2. 4. 2. 5. 2. 1. 3. 1. 3. 5. 2. 5. 5. 1. 1. 2. 3. 5. 5.
 2. 2. 5. 5. 3. 5. 2. 3. 3. 2. 2. 2. 5. 5. 3. 4. 4. 5. 5. 1. 4. 5. 5. 1.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 5, 'GMI(FUS)': 1}",-949.8724070159001,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 1. 2.
 2. 1. 2. 4. 3. 3. 5. 2. 2. 3. 1. 4. 3. 2. 3. 1. 4. 1. 3. 1. 5. 1. 3. 3.
 4. 4. 1. 3. 2. 3. 2. 5. 3. 4. 1. 3. 1. 2. 2. 1. 4. 4. 2. 1. 1. 5. 5. 5.
 4. 3. 5. 3. 2. 2. 1. 1. 1. 2. 1. 2. 2. 3. 5. 2. 3. 5. 3. 5. 4. 5. 5. 4.
 5. 4. 5. 5. 5. 2. 5. 4. 4. 5. 1. 2. 2. 3. 3. 2. 4. 4. 4. 5. 5. 5. 5. 1.]",1.4064697609001406,
712,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 1. 2.
 2. 1. 2. 4. 3. 3. 5. 2. 2. 3. 1. 4. 3. 2. 3. 1. 4. 1. 3. 1. 5. 1. 3. 3.
 4. 4. 1. 3. 2. 3. 2. 5. 3. 4. 1. 3. 1. 2. 2. 1. 4. 4. 2. 1. 1. 5. 5. 5.
 4. 3. 5. 3. 2. 2. 1. 1. 1. 2. 1. 2. 2. 3. 5. 2. 3. 5. 3. 5. 4. 5. 5. 4.
 5. 4. 5. 5. 5. 2. 5. 4. 4. 5. 1. 2. 2. 3. 3. 2. 4. 4. 4. 5. 5. 5. 5. 1.]",False,"{'FCI(HIP)': 4, 'GMI(HIP)': 2, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-935.7930629646207,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 4.
 3. 3. 4. 1. 3. 2. 3. 1. 2. 1. 1. 4. 2. 1. 5. 5. 1. 3. 5. 1. 3. 2. 5. 1.
 4. 4. 4. 3. 5. 2. 2. 2. 2. 2. 4. 1. 4. 1. 4. 3. 5. 4. 1. 1. 4. 3. 5. 2.
 5. 4. 3. 1. 2. 2. 1. 3. 2. 1. 1. 2. 1. 2. 3. 3. 5. 5. 1. 4. 5. 2. 5. 1.
 2. 5. 5. 3. 3. 4. 2. 2. 3. 4. 1. 3. 2. 3. 3. 1. 2. 4. 5. 3. 3. 5. 5. 1.]",1.404494382022472,
713,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 4.
 3. 3. 4. 1. 3. 2. 3. 1. 2. 1. 1. 4. 2. 1. 5. 5. 1. 3. 5. 1. 3. 2. 5. 1.
 4. 4. 4. 3. 5. 2. 2. 2. 2. 2. 4. 1. 4. 1. 4. 3. 5. 4. 1. 1. 4. 3. 5. 2.
 5. 4. 3. 1. 2. 2. 1. 3. 2. 1. 1. 2. 1. 2. 3. 3. 5. 5. 1. 4. 5. 2. 5. 1.
 2. 5. 5. 3. 3. 4. 2. 2. 3. 4. 1. 3. 2. 3. 3. 1. 2. 4. 5. 3. 3. 5. 5. 1.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 3, 'FCI(Fusi)': 4, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-919.0476985669007,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 3.
 2. 2. 2. 5. 1. 3. 3. 1. 1. 2. 5. 4. 4. 1. 1. 5. 5. 3. 2. 2. 4. 5. 5. 4.
 2. 2. 4. 1. 1. 2. 2. 1. 4. 3. 5. 3. 5. 4. 4. 4. 5. 2. 2. 4. 2. 4. 3. 4.
 3. 2. 5. 1. 3. 2. 1. 1. 2. 2. 2. 2. 1. 1. 5. 3. 2. 4. 2. 2. 3. 5. 4. 4.
 3. 3. 5. 1. 5. 1. 3. 4. 4. 5. 2. 2. 5. 5. 2. 1. 4. 3. 5. 2. 1. 5. 5. 1.]",1.402524544179523,
714,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 3.
 2. 2. 2. 5. 1. 3. 3. 1. 1. 2. 5. 4. 4. 1. 1. 5. 5. 3. 2. 2. 4. 5. 5. 4.
 2. 2. 4. 1. 1. 2. 2. 1. 4. 3. 5. 3. 5. 4. 4. 4. 5. 2. 2. 4. 2. 4. 3. 4.
 3. 2. 5. 1. 3. 2. 1. 1. 2. 2. 2. 2. 1. 1. 5. 3. 2. 4. 2. 2. 3. 5. 4. 4.
 3. 3. 5. 1. 5. 1. 3. 4. 4. 5. 2. 2. 5. 5. 2. 1. 4. 3. 5. 2. 1. 5. 5. 1.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 5, 'FCI(PCC)': 2, 'GMI(FUS)': 3}",-925.7638299094386,-869.0930499076549,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-869.0930499076549,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 4.
 5. 5. 1. 4. 1. 2. 3. 2. 1. 3. 1. 1. 3. 1. 2. 5. 4. 1. 2. 1. 3. 1. 4. 2.
 4. 2. 3. 1. 2. 2. 1. 1. 2. 1. 3. 1. 4. 4. 5. 5. 5. 3. 5. 3. 3. 5. 2. 3.
 4. 2. 4. 3. 2. 4. 2. 2. 4. 1. 4. 4. 1. 2. 4. 3. 5. 3. 3. 5. 5. 5. 4. 1.
 5. 4. 5. 4. 5. 2. 4. 4. 3. 3. 1. 4. 5. 4. 3. 1. 3. 4. 5. 5. 2. 5. 4. 1.]",1.4005602240896358,
